word,sessions,clients
វិភត្តិ,15,14
អសោចិ៍,15,12
ចតុរង្គ,15,14
រអាង,15,12
កិន្នរី,15,13
សុន្ទរី,15,6
បែងចែក,15,13
បន្លាយ,15,14
ថប់,15,13
មេម៉ាយ,15,14
ហោង,15,15
ផ្ទប់,15,14
ឡែៗ,15,5
អង់,15,13
ប៉ប្រិម,15,14
សង្គហៈ,15,13
ប្រកាច់,15,13
ផាសុកា,15,15
កុដុម្ពិកៈ,15,13
ឡូត៍,15,14
ឥណ្ឌា,14,12
អាណោចអាធម្ម,14,9
វត្ស,14,13
សួស្តិ៍,14,12
ទំនាយ,14,10
បរិយត្តិ,14,14
ស្មរ,14,11
ជង្ហុក,14,14
ចម្រុង,14,13
ប្រទេច,14,12
ឆ្អាប,14,10
សន្សើម,14,12
រម្សាយ,14,12
សេន,14,13
ទាល,14,11
និទានកថា,14,11
ស្អាតបាត,14,12
ឌឿងហែម,14,8
រ៉ង,14,9
ម៉ូទ័រ,14,13
ជនពិការ,14,13
តិះដៀល,14,13
ថេរៈ,14,14
បង្អូស,14,13
តបត,14,13
ព្រឹទ្ធា,14,12
ល្វាសល្វន់,14,13
ដែកកេះ,14,14
រាជវាំង,14,12
ភូមិករ,14,10
ប្អូន,14,14
សម្រូត,14,9
ពភ្លក់,14,7
ភ្លុក,14,14
ច្បា,14,13
សាមន្តរដ្ឋ,14,11
ស្មេ,14,12
យោក,14,13
សង្វាស,14,13
សព្ទសាធុការពរ,14,12
រាគៈ,14,10
ទោង,14,14
ហូល,14,13
ចាងហ្វាង,14,10
ដាប់,14,13
កាត់ដេរ,14,13
ទន្ត្រំ,14,14
ចំទាស់,14,11
ប៉ោឡែ,14,12
នទី,14,13
វង្សា,14,12
បណ្ដាច់,14,11
ប្រជានុរាស្ត្រ,14,13
បុះ,14,12
កន្លើត,14,11
ក្រវាត់ក,14,10
សង្គមធម៌,14,13
បញ្ជីសារពើភណ្ឌ,14,12
សម្រាលកូន,14,12
ប៉ុស្តិ៍ត្រួតពិនិត្យ,14,9
អគ្គិសនីវិភាគ,14,14
ក្រឡេច,14,12
បូម,14,12
បញ្ជាន់,14,12
ផ្អាប់,14,7
សុទ្ធសឹងតែ,14,9
ផ្ដួច,14,14
ក្រឳ,14,12
អនុបណ្ឌិត,14,11
ប្រពាយ,14,11
ព្រលះ,14,10
តម្លោះ,14,14
លីង,14,13
ប្រូតេអ៊ីន,14,10
អន្ធិកា,14,12
ផ្សឹក,14,12
ទីស្នាក់ការ,14,14
ស្គាយ,14,10
រមូរ,14,14
ស្វាង,14,14
ថិរភាព,14,13
សិរិ,14,12
ក្ដុក,14,13
អាស៊ីត,14,13
ប៉ិត,14,11
ត្បាល់,14,11
កួត,14,8
ថ្កល់,14,11
ទំពាំងបាយជូរ,14,12
ក្រឡង់,14,8
អនុវិទ្យាល័យ,14,14
រំដួល,14,12
សាញ,14,12
សម្លេះ,14,10
កម្លាច,14,11
ណែនណាន់,14,10
សយនា,14,12
ជ្រែង,14,13
រុយ,14,13
ពែង,14,11
ទេវៈ,14,12
វរៈ,14,12
សង្គាយនា,14,13
តែលតោល,14,14
គ្រោះថ្នាក់ការងារ,14,13
រាងរៅ,14,10
កំសួល,14,14
ភ្លៅ,14,13
ទស្សនវិទូ,14,11
អម្បោស,14,12
លោភោ,14,7
រាជាធិបតេយ្យ,14,11
រាត់រាយ,14,12
ដុះដាល,14,14
សម្រក,14,13
គ្រាស,14,13
លហុ,14,13
កន្តាំង,14,10
ឧរា,14,12
បុរិមា,14,11
ផាត់ជាយ,14,11
សោមាន,14,10
រូបមន្ត,14,12
អស្ដា,14,10
ផ្កាឈូក,14,12
ស្នាល,14,12
ងោក,14,12
សហកម្មសិទ្ធិ,14,11
ឃាំង,14,11
សមូហភាវូបនីយកម្ម,14,11
ឥណប្រតិទាន,14,13
វារិ,14,13
តុង,14,14
អន្តាយ,14,10
សាវ័ក,14,11
ជាយា,14,12
ច្រម,14,11
បរិសិដ្ឋ,14,8
ជនភៀសខ្លួន,14,13
អមនុស្សធម៌,14,12
បំបួស,14,13
មុក្ដា,14,12
ចិន្តាមណី,14,6
ស្អី,14,9
ប៉ោម,14,13
មជ្ឈត្តវិនិច្ឆ័យ,14,10
ឃរាវាស,14,13
ខោក,14,9
ស្បាន់,14,9
យល់សប្ន,14,12
ក្រឡឹង,14,12
ជម្លើយ,14,7
អេះអុញ,14,12
ត្រចៀកកាំ,14,10
មហោឡារិក,14,13
ស្រោប,14,12
សណ្ដាន់,14,11
ថ្នេរ,14,9
ទម្រន់,14,12
ព្រួត,14,11
ញេច,14,10
កកោះ,14,8
កណ្ដៀវ,14,11
ត្មោង,14,10
អាក់ខាន,14,13
ក្រហែង,14,7
ច្រៀក,14,12
វើត,14,10
វ៉ល់,14,12
ស្នងការ,14,12
គោត្ត,14,12
តាំងយូ,14,12
ពហុវចនៈ,14,10
ឆន្ទា,14,12
កិរ្តិ៍,14,13
ល្អី,14,14
សញ្ជាត,14,14
ដូចជា,14,13
កក្រោះ,14,13
ឈ្លើង,14,12
តថរស,14,10
ថ្លឹង,14,11
បាក់ស្បាត,14,12
យែក,14,6
ឱង្ការ,14,13
ឧសភ,14,13
ស្រមក,14,11
ប្រដេញ,14,13
ស្រេក,14,12
ភ្លាំង,14,12
លូត,14,13
ចត់,14,13
ឋានលេខា,14,6
ឥន្ទ្រីយ៍,14,10
រហឹម,14,9
បុត្រី,14,14
ចូក,14,13
អនុសារ,14,11
ជំទប់,14,9
ដង្កាប់,14,13
ចំណាប់អារម្មណ៍,14,13
ទន្តពេទ្យ,14,9
ប្រយែង,14,11
មហោរី,14,11
បាក់ឌុប,14,13
ភួយ,14,14
ចេរ,14,11
ជំពប់,14,10
គំរូតាង,14,9
ប្រថុច,14,13
គន្លាស់,14,12
ក្រោល,14,9
បបោស,14,12
វេជ្ជបញ្ជា,14,12
ខ័ឌ្គ,14,10
អាណានិគមនិយម,14,12
ថាំ,14,9
ព័ណ៌នា,14,14
ប្រដា,14,13
ប្រាំង,14,14
សុភ័គ,14,10
មេអណ្ដើក,14,5
បង្រួញ,14,10
រយ៉ា,14,11
ក្រចាប់,14,11
បារាំង,14,13
ឧត្តមសេនីយ៍ទោ,13,11
ឆ្នោត,13,12
អនុមានរួម,13,9
វឹប,13,8
ផ្ចាល,13,9
ព្រលានយន្តហោះ,13,11
បូស,13,10
ប្រិប,13,11
សង្គហទាន,13,11
កុងតាក់,13,10
គូលែន,13,10
ត្បៀត,13,12
វឹក,13,12
ហួងហែង,13,12
សហប្រាណ,13,7
លំអុត,13,12
ទំយើ,13,11
កុយ,13,12
ខ្មឺត,13,11
អធិករណៈ,13,9
ជ្រឹង,13,9
ធ្មប់,13,12
អរិយជន,13,10
អយ្យកា,13,12
រង៉ូវ,13,9
បង្គុយ,13,9
ប៉ូវថៅ,13,9
ផងដែរ,13,12
អណ្ដឺតអណ្ដក,13,10
តៃកុង,13,10
ទ្រមាក់,13,9
ជៀស្ឋជ័យ,13,5
បន្ទោះ,13,11
រហង់,13,8
ជន្លង់,13,10
ផែនទី,13,12
ឯកវប្បកម្ម,13,12
មហាត,13,10
ទិសា,13,12
ឪឡឹក,13,11
អត្ថានុរូប,13,10
ចំហេះ,13,10
ភត្តាហារ,13,12
រាជកិច្ច,13,10
ខ្ទ័រ,13,11
មឹក,13,11
ស្តូប,13,12
ដដែលៗ,13,10
ឧគ្ឃោសនា,13,9
សិទ្ធិមនុស្ស,13,11
សាវក,13,10
នរេន្ទ្រ,13,5
អរក្ខកម្ម,13,11
លាជ,13,10
ស័ត្យ,13,11
កន្លោង,13,8
សមាហរ័ណ,13,7
ទាន់ហន់,13,13
ម្នាស់,13,13
បាត់ដំបង,13,6
ចណ្ឌាល,13,11
ខាតបង់,13,12
ធនាគារិក,13,11
ឆ្វាច,13,10
គ្រញេច,13,10
ដីស,13,9
បរិយោសាន,13,12
ទោះបីជា,13,8
ក្ងោក,13,12
ប៉ែ,13,10
ម៉ូឌុល,13,13
យ៉ាប,13,12
រូបឆោម,13,12
បសុបក្សី,13,12
រចល់,13,10
ភស្ត្រា,13,12
ធ្មួល,13,8
ទេសន៍,13,13
ជួញ,13,8
រំដេង,13,13
ទន្តបណ្ឌិត,13,12
សម្ភោគ,13,9
ទឹកមូត្រ,13,12
សំខ្យា,13,12
សន្ធិ,13,12
បរិត្តផរណា,13,7
និចលភាព,13,11
កាបូន,13,12
ជញ្ជ្រំ,13,10
ក្ដួល,13,12
សម្រាស់,13,11
គាវ,13,11
ទារិកា,13,13
ទុតិយាសាឍ,13,10
តូប,13,12
អុរ,13,12
មេខ្យល់,13,9
ឆៀប,13,7
ឱសថស្ថាន,13,13
បង្ឃាំង,13,12
តិះ,13,11
ទ្រាន់,13,10
កង្វេរ,13,10
អថ៌,13,12
សមយុទ្ធ,13,13
ក្បៀស,13,13
ស្រិល,13,11
អញ្ញត្រសព្ទ,13,9
កំសាកញី,13,12
បុនសម័យ,13,12
ថ្នោល,13,11
ស្លោ,13,7
ឌឺដង,13,11
អង្រុត,13,12
អាវាសែ,13,12
កែខៃ,13,12
តភ្ជាប់,13,13
ប្រាប,13,13
វាស្នា,13,13
ផោម,13,13
ស៊ាន,13,6
គម្រោងការ,13,9
សាសនិក,13,11
ឆ្លា,13,13
បបូរ,13,11
ចម្រាញ,13,11
ស្លោក,13,13
ល្វា,13,9
សត្រា,13,13
ជ្រួញ,13,8
គួង,13,10
ចំតិត,13,9
ទឹកភ្នែក,13,11
វិជ្ឈមាត្រ,13,7
កក្លាក់,13,8
សង្ឃរា,13,13
ហុកសិប,13,13
អព្យាក្រឹតភាព,13,13
អមិត្ត,13,13
សុខាវតី,13,6
ទន្ទិញ,13,13
វិសិដ្ឋកម្ម,13,11
សាដៀវ,13,12
ក្រៀមក្រោះ,13,10
អាចរិយ,13,8
ឆាង,13,12
ក្ទម្ពទេស,13,10
សំរឹទ្ធី,13,7
ឆៃថាវ,13,12
ថ្កោល,13,11
ចរិយាសាស្ត្រ,13,13
ខ្ជាយ,13,9
មោរ៉ា,13,12
អន្ធ,13,13
ក្លង,13,11
សំបូងសង្រូង,13,8
បណ្ណកម្មសិទ្ធិ,13,9
អាចារ,13,12
ការ៉ុត,13,11
សុក្ក,13,11
ចុះបញ្ជី,13,7
មហាផ្ទៃ,13,11
ស្បូន,13,11
ត្រាំ,13,11
ច្រូង,13,11
ភ្លឹប,13,13
បន្ទុះ,13,12
ក្រមិចក្រមើម,13,10
ភោគៈ,13,12
ភ្លី,13,11
ភឹប,13,6
ប៉ែល,13,12
វត្ថុតាង,13,12
ពង្រួម,13,11
សទិសសូរ,13,13
តម្រងនោម,13,13
ពន្លាត,13,9
មាតុគ្រាម,13,11
ភូមិបាល,13,13
ចុករួយ,13,12
មេខ្លោង,13,9
បាណាតិបាត,13,12
ឆ្នាំង,13,10
ភាគរយ,13,13
ម្នាងសិលា,13,12
ក្រអូម,13,11
ក្រឡាច់,13,11
ជនក,13,10
មៀង,13,11
ដាម,13,11
វិស្សម,13,12
កីឡាដ្ឋាន,13,12
រំញ័រ,13,11
បុត្តភាព,13,9
ក្លិង្គ,13,12
ក្ដាន់,13,12
ខ្សែបូ,13,12
មហាយាន,13,13
បំបង់,13,6
និរោធ,13,12
ជួង,13,12
ស្រោចស្រង់,13,12
លើកទឹកចិត្ត,13,10
ភិន,13,12
ព័ត៌មានកាល,13,13
អនីតិសង្វាស,13,8
ដោល,13,10
ស្លុយ,13,11
អស្សាមិករណ៍,13,13
បំបោល,13,12
ប្រមុំ,13,11
មន្តី,13,10
ឆ្លឺម,13,10
ធ្មុង,13,6
អរិយៈ,13,10
សិល្បការ្យ,13,11
រូស,13,9
ស្រងល់,13,10
ជញ្ជាត់,13,12
ក្ដារឆ្នួន,13,10
សំណែន,13,12
សមណៈ,13,12
ខ្ទះ,13,13
ក្លែប,13,13
បង្កាត់,13,13
សុធី,13,7
អភ័ព្យ,13,12
ជំនាង,13,9
កើន,13,13
ល័ខ,13,12
ល្ហើយ,13,10
ញាតិពន្ធ,13,13
ក្រវិល,13,12
ឍុណ្ឍិ,13,7
ស្រុង,13,10
ខ្សាវ,13,12
ឡប់ឡែ,13,9
រជ្ជទាយាទ,12,10
ភក្សាហារ,12,11
រអ៊ូរទាំ,12,10
ចាល,12,12
ត្រឡាន់,12,9
ល្បុក្កតោ,12,12
ប្រេងកាត,12,11
អយុធ្យា,12,10
ជ្រួត,12,10
បុព្វេសន្និវាស,12,9
ប្រញឹក,12,9
ព្រាក,12,9
ខ្ជាក,12,8
កែស,12,10
បញ្ចើច,12,10
ភ្ងា,12,12
រឡូ,12,9
សំណេះ,12,11
កុម្មុយនីស្តនិយម,12,12
ស្រាត,12,8
សេកកិច្ច,12,12
ថ្កាន,12,10
ស្ថាបនៈ,12,11
ក្លំ,12,9
ត្រងោល,12,10
ចតុប្បច្ច័យ,12,10
សម្ពន្ធភាព,12,12
ប្រមុម,12,10
ចាវ,12,7
គោយន្ត,12,11
ផ្កាចន្ទន៍,12,9
ហោជាង,12,9
ទីលំនៅ,12,11
ត្រដាបត្រដួស,12,6
ពពារ,12,12
ហើប,12,11
ពិល,12,11
កំប្លោក,12,10
រមាំង,12,11
តឹងតែង,12,11
ពន្លាត់,12,9
ខ្ទឹម,12,8
ចេត្រ,12,8
លូកដៃ,12,9
ក្លុំ,12,9
អង្ស,12,11
អង្កុញ,12,11
ទ្រើង,12,11
អតិថិតា,12,10
ក្បាក់,12,11
បែបផែន,12,9
មក៍,12,8
ប្រតិវេទ,12,12
អម្រ,12,12
ធនិន,12,8
ផ្សែង,12,12
វិសុទ្ធិ,12,10
ឆ្ងើយ,12,10
ទន្លាក់,12,11
ពំនូក,12,12
របកគំហើញ,12,12
ស្គម,12,11
ស្វាក់,12,10
សាជី,12,10
ចំបាប់,12,11
ឌុន,12,6
ទាក់ទើរ,12,8
ក្រពះ,12,12
ស្រូត,12,10
គុណសម្បទា,12,10
មតក,12,9
លក្សណ៍,12,5
វិហា,12,11
កតវេទី,12,10
កច្ចាយនូបត្ថម្ភកៈ,12,11
ចង្កាក់,12,12
ជឿន,12,11
ឡកឡាយ,12,10
យ៉ាអួ,12,8
ឃាន,12,11
ការុង,12,10
ទ្រមក់,12,11
ស្រស,12,10
ក្លាយជា,12,10
ខ្ញែរ,12,10
សុមេធា,12,11
កញ្ឆក់,12,12
ទឹង,12,10
ចុះសម្រុង,12,12
វាយភណ្ឌ,12,12
អេដស៍,12,10
រាល,12,12
ស្រោច,12,12
ប៉ប្រះ,12,10
អាភៀន,12,11
សាកវប្បកម្ម,12,10
វត្ថុបំណង,12,10
ដំបែ,12,8
ផ្គួប,12,9
ភានុ,12,11
ហិច,12,11
បរិភាស,12,9
ទទូរ,12,12
នាលិ,12,10
ស៊ីទែន,12,9
ល្បាយ,12,11
តើន,12,11
រលង,12,6
ស្ពក,12,10
ចិក,12,10
យោជន៍,12,12
ប្រមុខរដ្ឋ,12,10
មមាយ,12,10
ថ្មោង,12,10
គាត,12,9
ឃ្នាង,12,11
ហាសរស,12,9
ហាត់ការ,12,9
លាញ,12,10
ផាស,12,12
បំភិត,12,9
ប្រច,12,12
អេកូវិទ្យា,12,12
សម្ពោធន៍,12,10
ចាមរី,12,7
គឹម,12,10
អង្កត់ផ្ចិត,12,5
សន្តិសហវិជ្ជមាន,12,12
របឹប,12,10
ពិសុទ្ធិ,12,10
ប្លែង,12,10
មេទ័ព,12,11
ខាន់ស្លា,12,12
ផ្ទុយ,12,12
ខ្មង,12,9
រនុក,12,9
ផ្ដែរ,12,12
ស្លែង,12,12
អប្បហារ,12,11
ឡាម,12,11
រមូល,12,10
អភិញ្ញា,12,10
បីបម,12,8
រាំវង់,12,9
សុខទុក្ខ,12,10
បង្រួប,12,8
ទ្រេតទ្រោត,12,12
ចុល្លព្រឹក្ស,12,7
រំហើយ,12,11
ថ្ង,12,12
ពហុកីឡដ្ឋាន,12,10
សុរិន្ទ,12,10
ព្រើល,12,10
ចៀម,12,12
កាលិក,12,8
ឮលាន់,12,6
ជ្រៃ,12,10
បដិវាទកម្ម,12,11
តាបស,12,12
អាកាសចរណ៍,12,12
ឧបមាន,12,10
ពុង,12,9
យឹតយោង,12,10
ជុតិមន្ត,12,12
រង្គោះ,12,8
រុះរោយ,12,10
ឃាត់ឃាំង,12,6
រោក,12,9
រាជសព្ទ,12,10
ក្រិស,12,10
ផ្អក,12,10
សំយុង,12,11
ផាមួង,12,9
បុរេប្រវត្តិសាស្រ្ត,12,9
ជិន,12,10
តប់,12,11
ក្អែល,12,9
កំនួច,12,12
ជ្រាយ,12,11
តេជោធាតុ,12,9
ទឹកស៊ីអ៊ីវ,12,12
ប្រមោយ,12,10
សាត្រា,12,12
គន្ថធុរៈ,12,10
ចំអាម,12,11
ស្លៀកពាក់,12,10
យន់,12,10
យ៉ាប់យ៉ឺន,12,10
កម្ញី,12,9
ឆេវ,12,11
អឺត,12,9
ហោរ,12,11
ស្តុតិ,12,5
ក្រុមប្រឹក្សាភិបាល,12,11
សុរភី,12,10
អន្តេ,12,9
ឈ្នួត,12,5
នាល,12,10
ស្ងាប,12,9
ធម្មយុត្តិកនិកាយ,12,10
សាមន្ត,12,9
គូព្រេង,12,11
ឧទក,12,10
ម្នាង,12,11
រម្ដោះ,12,9
ធរណិន្ទ,12,10
អយ្យក,12,7
មុខការ,12,10
ចម្អែត,12,10
តេជោពល,12,11
អវីចី,12,12
រម្លស់,12,11
